timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_20,ema_50,bb_middle,bb_upper,bb_lower,volume_ma
2022-01-01 00:00:00,3805.8499314907276,3815.89323589278,3797.4640317356393,3809.1996985237647,49833,,,,3809.1996985237647,3809.1996985237647,,,,
2022-01-01 01:00:00,3805.354472689979,3808.4455249762927,3796.729415950874,3804.5425807161623,48392,,,,3808.756163494469,3809.017066452878,,,,
2022-01-01 02:00:00,3800.609284522308,3819.311766387937,3798.0110082005135,3807.256200954872,45360,,,,3808.6133099192693,3808.948012903937,,,,
2022-01-01 03:00:00,3809.722431749377,3818.1193079914815,3802.95480284037,3810.553133908481,52649,,,,3808.7980550610987,3809.0109588256837,,,,
2022-01-01 04:00:00,3807.39056655628,3812.8712376789304,3805.590607019577,3807.7405739578844,45293,,,,3808.6973425750784,3808.96113981126,,,,
2022-01-01 05:00:00,3802.233327498146,3818.466713602697,3795.7615955903707,3804.487931829233,57370,,,,3808.296446313569,3808.7857198903966,,,,
2022-01-01 06:00:00,3799.897046388512,3810.5435794930754,3788.252682020735,3799.7837727630026,58048,,,,3807.485715499229,3808.432702355989,,,,
2022-01-01 07:00:00,3813.265169819435,3820.0215760620677,3810.0437996769774,3812.2387666273876,60040,,,,3807.9383870352444,3808.581959778397,,,,
2022-01-01 08:00:00,3799.273704824882,3807.2184890870726,3795.104675072119,3801.4668641937174,51604,,,,3807.3220515265275,3808.302936422135,,,,
2022-01-01 09:00:00,3808.7290641756485,3808.898553633986,3808.192544149426,3808.312134022408,52053,,,,3807.4163450975634,3808.303297112342,,,,
2022-01-01 10:00:00,3810.8073356859722,3815.1743137674325,3803.7364123611815,3808.554661753801,53546,,,,3807.5247562076815,3808.313154549262,,,,
2022-01-01 11:00:00,3799.1079711350735,3811.1501019925818,3802.468844623053,3804.259029636964,53948,,,,3807.213734629518,3808.154169258584,,,,
2022-01-01 12:00:00,3801.0335439218243,3817.9786000665545,3799.592524411161,3805.4816577832876,41580,,,,3807.048774929877,3808.049364887004,,,,
2022-01-01 13:00:00,3805.817964757795,3810.1283735582465,3795.077818824272,3807.202050350171,47649,,,,3807.0633725889525,3808.016136865952,,,,
2022-01-01 14:00:00,3803.363690747121,3813.2357242614003,3793.494861746048,3803.726602393126,51211,,,,3806.7455849512544,3807.8479198278023,,,,
2022-01-01 15:00:00,3799.800534555152,3812.526781790158,3793.5415419714077,3801.8361917819643,44603,,,,3806.2780236970366,3807.6121657867893,,,,
2022-01-01 16:00:00,3796.918516165874,3802.071620948241,3789.665724482724,3795.5622881606637,50604,,,,3805.2574774554773,3807.139621566157,,,,
2022-01-01 17:00:00,3810.0621878885136,3816.4633655545163,3805.2316221291017,3808.576017530943,59044,,,,3805.5735288912356,3807.1959508196783,,,,
2022-01-01 18:00:00,3786.765386221707,3800.6762214940577,3783.2781623149385,3790.9340661808997,67315,,,,3804.179294347394,3806.5582298534514,,,,
2022-01-01 19:00:00,3816.1838643673545,3818.468989820723,3805.922020745981,3811.0266930348666,57170,3805.13704580518,,,3804.8314275557245,3806.733463703703,3805.13704580518,3815.7017392111566,3794.5723523992037,52365.6
2022-01-01 20:00:00,3806.1698501970573,3819.5685604380897,3799.921284503847,3803.342310932975,48517,3804.844176425641,,,3804.6896069249865,3806.6004773205373,3804.844176425641,3815.2583471741536,3794.430005677128,52299.8
2022-01-01 21:00:00,3800.091838856395,3809.382521126872,3793.6994107955006,3796.637623474104,47778,3804.4489285635377,,,3803.9227513582355,3806.2097771696967,3804.4489285635377,3815.492318181676,3793.4055389453993,52269.1
2022-01-01 22:00:00,3797.5376025052205,3805.5399390858393,3787.486075899859,3795.9972137169243,45107,3803.88597920164,,,3803.1679382495395,3805.8092844852745,3803.88597920164,3815.461867241815,3792.310091161465,52256.45
2022-01-01 23:00:00,3791.2710037590005,3804.035127028964,3788.7915710106286,3796.065349602375,49481,3803.1615899863345,,,3802.491501235524,3805.4271693918276,3803.1615899863345,3814.793869252082,3791.529310720587,52098.05
2022-01-02 00:00:00,3801.6705712647863,3813.573305883003,3790.670839805365,3802.395582715203,50725,3802.8943404242004,,,3802.4823661383507,3805.3082836398034,3802.8943404242004,3814.327563948199,3791.461116900202,52369.65
2022-01-02 01:00:00,3800.484657045992,3806.3507055170235,3791.16164573099,3798.5970478300196,55493,3802.599796224241,,,3802.1123358232717,3805.0450979217726,3802.599796224241,3814.1629447216314,3791.0366477268503,52275.8
2022-01-02 02:00:00,3790.6624850857947,3793.725721051935,3777.190127649253,3790.403972284641,44976,3802.130806200322,,,3800.9972535814973,3804.470936132081,3802.130806200322,3814.87537792942,3789.3862344712234,51622.2
2022-01-02 03:00:00,3795.937497293296,3805.1530170910396,3787.968698197641,3794.941380077054,53668,3801.2659368728055,,,3800.4205037239312,3804.097228051492,3801.2659368728055,3813.4580095394317,3789.073864206179,51303.6
2022-01-02 04:00:00,3796.5203625240056,3802.3439580473105,3786.0711179850946,3795.851746310154,38831,3800.985180978628,,,3799.985383970238,3803.7738758263417,3800.985180978628,3813.4140788065674,3788.556283150688,50664.95
2022-01-02 05:00:00,3802.5187001359027,3806.458325943157,3787.010419136682,3797.241483879177,59168,3800.4316484714664,,,3799.724060152042,3803.5177035931197,3800.4316484714664,3812.4664330834457,3788.396863859487,51020.7
2022-01-02 06:00:00,3807.201338437276,3810.3134885324007,3791.8887898984813,3803.821206653719,61486,3800.194975716461,,,3800.114264580773,3803.5296056739276,3800.194975716461,3811.733074375354,3788.656877057568,51417.7
2022-01-02 07:00:00,3797.173796392846,3804.5962500783917,3782.0094115775264,3800.4194911847862,59585,3800.002998793853,,,3800.1433337811554,3803.4076403998433,3800.002998793853,3811.383068567912,3788.622929019794,51699.55
2022-01-02 08:00:00,3815.3629680116937,3832.7337468227206,3800.4872174861653,3816.098275441694,52925,3800.533829676773,,,3801.6628520345403,3803.905312362269,3800.533829676773,3813.8206259784397,3787.2470333751066,52266.8
2022-01-02 09:00:00,3802.2102478792676,3807.7444518434504,3801.936416644036,3803.268519661378,49245,3800.3371531423336,,,3801.8157727609055,3803.880340099489,3800.3371531423336,3813.321352203607,3787.35295408106,52346.6
2022-01-02 10:00:00,3811.8450844262325,3816.948665669605,3800.6318084926615,3807.141312285982,61267,3800.507888636976,,,3802.322967001389,3804.0082213617043,3800.507888636976,3813.7666491827154,3787.249128091237,52849.4
2022-01-02 11:00:00,3811.843974719822,3823.236875572244,3803.6136726610785,3810.996191233426,44774,3800.9658886095494,,,3803.148988356821,3804.28225939589,3800.9658886095494,3815.0264328518883,3786.9053443672105,52857.95
2022-01-02 12:00:00,3792.1251521095996,3802.058935620356,3783.7273553958325,3792.373887427806,57351,3800.8064685729064,,,3802.1227882683434,3803.8152644167494,3800.8064685729064,3815.1934882151895,3786.4194489306233,53195.3
2022-01-02 13:00:00,3795.5879042083025,3810.274665056277,3789.6750141501384,3797.245884369891,46163,3800.2399619148537,,,3801.6583212303954,3803.557641669814,3800.2399619148537,3814.225506033305,3786.2544177964023,52551.25
2022-01-02 14:00:00,3795.8418661324004,3807.0373744245485,3786.675666367868,3796.594339935994,49903,3800.5229756026083,,,3801.1760372975955,3803.284571013586,3800.5229756026083,3813.932848553267,3787.1131026519497,51680.65
2022-01-02 15:00:00,3804.870602045595,3809.1988727239923,3792.67198288426,3807.801622239639,50769,3800.3617220628466,,,3801.8070453873142,3803.4617102773527,3800.3617220628466,3813.3093725509034,3787.41407157479,51360.6
2022-01-02 16:00:00,3804.099861379469,3803.169687333144,3798.0912122681734,3800.419148369491,56370,3800.2155639346724,,,3801.67486471895,3803.3423941241035,3800.2155639346724,3813.0873200109445,3787.3438078584004,51753.25
2022-01-02 17:00:00,3803.2391497089407,3810.258596119342,3791.9306284577315,3801.6963524757357,59681,3800.4685003847544,,,3801.6769111719777,3803.2778434712263,3800.4685003847544,3813.242664575123,3787.694336194386,52348.4
2022-01-02 18:00:00,3806.4658576843112,3809.4300999850784,3801.0115416545455,3805.7583402354385,55167,3800.95655671068,,,3802.065618701831,3803.375117854137,3800.95655671068,3813.7572767377665,3788.155836683594,52851.4
2022-01-02 19:00:00,3811.703521540207,3815.384408758717,3797.092105897907,3805.5315685180626,54036,3801.429867656464,,,3802.39570916052,3803.45968454684,3801.429867656464,3814.1689820501206,3788.6907532628074,53079.15
2022-01-02 20:00:00,3809.490612169504,3822.9997865353653,3793.6780472298437,3807.078386434156,52523,3801.6640078424125,,,3802.8416784246756,3803.6015944247742,3801.6640078424125,3814.6476464943826,3788.6803691904424,53169.05
2022-01-02 21:00:00,3785.0093969217387,3801.1049765152197,3785.98555741017,3791.189727278572,63147,3801.2936418148397,,,3801.7319687917134,3803.1148545366877,3801.2936418148397,3815.045514680884,3787.5417689487954,53551.75
2022-01-02 22:00:00,3798.347876866526,3802.5244265568563,3788.407946030557,3793.7732363913306,41069,3801.462105020174,,,3800.9739942773913,3802.7485165702033,3801.462105020174,3814.726188165541,3788.198021874807,53356.4
2022-01-02 23:00:00,3802.677001358681,3811.5099904080707,3785.329425640286,3798.1152301579873,49216,3801.6207975242205,,,3800.7017310279243,3802.566819063842,3801.6207975242205,3814.6298921919943,3788.6117028564468,53133.8
2022-01-03 00:00:00,3794.05325256695,3810.6951759737135,3775.45781923854,3796.82426924537,51787,3801.669423670982,,,3800.332448953395,3802.341621031745,3801.669423670982,3814.59472343078,3788.7441239111836,53781.6
2022-01-03 01:00:00,3803.671113707197,3813.6163055790958,3796.3570349528777,3802.6594395901097,59272,3801.940321456528,3802.260421121136,,3800.554067109273,3802.354084504622,3801.940321456528,3814.700925257199,3789.1797176558575,53786.8
2022-01-03 02:00:00,3803.198661851732,3810.661532027314,3796.90723361645,3804.449229778154,45373,3801.9717226127505,3802.1654117462235,,3800.9250349825,3802.436247064368,3801.9717226127505,3814.7548855986397,3789.188559626861,52981.15
2022-01-03 03:00:00,3787.5411042202704,3793.1303953942625,3782.161447337488,3785.67123254986,55613,3801.2343096810046,3801.787984782897,,3799.4722918936773,3801.77879551478,3801.2343096810046,3815.949965239014,3786.518654122995,52782.55
2022-01-03 04:00:00,3801.6071851652805,3806.9673463686786,3787.3799333720467,3801.646183012427,60344,3800.51170505954,3801.6757844240487,,3799.679329143082,3801.773595024492,3800.51170505954,3813.4683451016704,3787.5550650174096,53153.5
2022-01-03 05:00:00,3797.8117845642373,3802.79810152938,3786.7276583220037,3796.231429580121,51250,3800.159850555477,3801.3893503374816,,3799.3509577561335,3801.5562552031442,3800.159850555477,3813.183300459817,3787.136400651137,53253.75
2022-01-03 06:00:00,3803.620196444002,3812.4390177637238,3793.7698530627185,3801.656429410384,56250,3799.8856064116976,3801.2676674465315,,3799.57052648511,3801.5601836034284,3799.8856064116976,3812.5150908664673,3787.256121956928,53002.9
2022-01-03 07:00:00,3797.6520367286394,3808.99221379602,3786.391730376327,3798.6867485326243,52426,3799.2701342766572,3801.151643780599,,3799.486357156302,3801.4474998751616,3799.2701342766572,3810.7689622693038,3787.7713062840107,53385.5
2022-01-03 08:00:00,3800.1966187773846,3814.6022741137817,3797.1927050316613,3806.256499332917,58599,3799.9642648719137,3801.281098311998,,3800.131132601694,3801.636088089191,3799.9642648719137,3811.3860740672976,3788.5424556765297,53447.9
2022-01-03 09:00:00,3798.2909590155487,3807.2000494225417,3786.8420046542537,3797.6039130514046,51697,3799.9821663059893,3800.9884012404777,,3799.890445025476,3801.4779635779055,3799.9821663059893,3811.3871463271153,3788.5771862848633,53724.6
2022-01-03 10:00:00,3802.5919525805252,3813.321226071557,3794.7802967280027,3802.5051820459807,54620,3800.277708411488,3801.009167597523,,3800.1394675988577,3801.518246655085,3800.277708411488,3811.619209215168,3788.9362076078082,53960.45
2022-01-03 11:00:00,3808.9705488947884,3815.5116081642486,3799.6817869377805,3807.6630554324597,53156,3800.2707800711296,3800.996186025724,,3800.8559997734865,3801.7592195483157,3800.2707800711296,3811.593081339615,3788.9484788026443,54079.8
2022-01-03 12:00:00,3806.1258305170645,3814.7914874650232,3801.371842058951,3805.8991546522248,41054,3800.5447803852667,3800.943075883693,,3801.3363002381284,3801.9215699445476,3800.5447803852667,3812.144045038895,3788.9455157316384,53314.0
